Category,cleaned_resume
Java Developer,"Spring MVC, Hibernate, JDBC, Java, J2EE, Azure Web Sun Technologies Services, JSP, Struts, Servlet, Rest API, JavaScript, AJAX, HTML, JSON, PHP, MsSQL, MySQL, Oracle, Apache Tomcat Server, OneSignal Web Push Notifications, Azure web Services, IONIC, Windows Server 2012 R2, WinXP, Win7, Win8.1, Win10, Linux, Mac OS, AJAX, DATABASE, HTML, J2EE, JAVA, Spring MVC, Ionic 3, Angular JS, Spring"
Java Developer,"Windows XP, Windows 7, Windows 10, Visual Basic 6.0, UML, Packet Tracer, Core Java, Advanced Java, JSP, Hibernate, Spring, C, C++, SQL, Oracle 9i, Oracle 10g, MySQL, Java, Hibernate, JSP, Servlet, A+, N+, CCNA"
Java Developer,"JSP, Servlet, HTML, CSS, Java Script, Jquery, Ajax, Spring, Hibernate, Microsoft Windows® 2003/XP/Vista/7/8, My SQL, OOPS, Core java, Advance java, Eclipse, Net beans IDE, Apache Tomcat 7.0, JAVA, HIBERNATE, SPRING, jQuery"
Java Developer,"Java, J2EE, Servlets, JSP, JavaScript, HTML, CSS, jQuery, AJAX, JSON, MVC architecture, Software Development Life Cycle, Requirement gathering, Analysis, Design, Development, Unit testing, Spring, Hibernate, JDBC, TomCat, MongoDB, MySql, Eclipse, Maven"
Java Developer,"Java, Servlet, JSP, Spring Boot, HTML5, CSS3, Bootstrap, JavaScript, JQuery, Ajax, AngularJs, MySQL, Core Java, Hibernate, KendoUI, MVC Architecture, Service based Programming"
Java Developer,"Team leading, Self-motivated, Hard working, Ready to learn new Programming Languages, Punctual, Discipline, Respectfulness, Core Java, JSP, Servlet, Spring, Hibernate, Struts, Javascript"
Java Developer,"Java, Windows, Linux, Oracle, MySQL, Derby, Eclipse, SonarQube, Putty, Advanced Java"
Java Developer,"Java, Javascript"
Java Developer,"C, C++, J2EE, Spring, Hibernate, Functional Testing, Manual Testing, Windows, Linux, MS-office, My SQL, PostgreSQL, Angular"
Java Developer,"Java, SQL, PL/SQL, C, C++, BootStrap, JSP, Ext JS, Windows, Toad, Eclipse, SoapBox, Postman, Oracle, MS-SQL, MS-Access, MS-Excel, Web services, XML, strong communication, collaboration, team building, good interpersonal skills, analytical skills"
Java Developer,"Java, J2EE, Swift, HTML, Shell script, MySQL, Jenkins, Hudson, Weblogic12c, Android Studio, Eclipse, Oracle, Xcode, Win 10, Mac (High Sierra), MYSQL, DATABASES, ANDROID, EJB"
Java Developer,"Java, Android, C, C++, Core Java, Object Oriented Programming, Database, Programming and problem solving, Advance Database, Information Assurance and security, MS Access, SQL, Oracle"
Java Developer,"c++, c, JAVA, DS, Jdbc, Hibernate, Java J2Ee, Javascript, JQuery, Ajax, Ms office, Excel"
Java Developer,"Spring MVC, Hibernate, JDBC, Java, J2EE, Azure Web Services, JSP, Struts, Servlet, Rest API, JavaScript, AJAX, HTML, JSON, PHP, MsSQL, MySQL, Oracle, Apache Tomcat Server, OneSignal Web Push Notifications, IONIC, Windows Server 2012 R2, WinXP/7/8.1/10, Linux, Mac OS, Angular JS"
Java Developer,"Spring MVC, Hibernate, JDBC, Java, J2EE, Azure Web Sun Technologies Services, JSP, Struts, Servlet, Rest API, JavaScript, AJAX, HTML, JSON, PHP, MsSQL, MySQL, Oracle, Apache Tomcat Server, OneSignal Web Push Notifications, Azure web Services, IONIC, Windows Server 2012 R2, WinXP/7/8.1/10, Linux, Mac OS, AJAX, DATABASE, HTML, J2EE, JAVA, Spring MVC, Ionic 3, Angular JS, Spring"
Java Developer,"Windows XP, Windows 7, Windows 10, Visual Basic 6.0, UML, Packet Tracer, Core Java, Advanced Java, JSP, Hibernate, Spring, C, C++, SQL, Oracle 9i, Oracle 10g, MySQL, Java, Hibernate, JSP, Servlet, A+, N+, CCNA"
Java Developer,"JSP, Servlet, HTML, CSS, Java Script, Jquery, Ajax, Spring, Hibernate, Microsoft WindowsÂ® 2003/XP/Vista/7/8, My SQL, OOPS, Core java, Advance java, Eclipse, Net beans IDE, Apache Tomcat 7.0, ECLIPSE, JAVA, HIBERNATE, SPRING, jQuery"
Java Developer,"Java, J2EE, Spring, Hibernate, JSP, Servlets, JavaScript, HTML, CSS, jQuery, AJAX, JSON, MVC architecture, Software Development Life Cycle, JDBC, TomCat, MongoDB, MySQL, Eclipse, Maven"
Java Developer,"Java, Servlet, JSP, Spring Boot, HTML5, CSS3, Bootstrap, JavaScript, jQuery, Ajax, AngularJs, MySQL, Core Java, Hibernate, KendoUI, MVC Architecture, Service based Programming"
Java Developer,"Team leading, Self-motivated, Hard working, Ready to learn new Programming Languages, Punctual, Discipline, Respectfulness, Core Java, JSP, Servlet, Spring, Hibernate, Struts, Javascript"
Java Developer,"Java, Windows, Linux, Oracle, My SQL, Derby, Eclipse, SonarQube, Putty, Advanced Java"
Business Analyst,"Business Analysis, Requirement Gathering, Functional Specification Document (FSD), Business Requirement Document (BRD), Process Design, Functional Testing, UAT (User Acceptance Testing), Test Case Preparation, Techno-Functional Specifications, Feasibility Analysis, Workflow Design, Expense Management, Proof of Concepts, Cash Controlling Processes, Stakeholder Management, Automation"
Business Analyst,"skills: IIS 6.0, Jboss 7.1, SQL, Oracle, DB2, iReport, Crystal report, requirement gathering, gap analysis, end user training, documentation, ERP Implementation, integration testing, functional requirements, system audit"
Business Analyst,"Requirement Gathering, Requirement Analysis, Design Specifications, Client Communication, System Documentation, Problem Solving, SDLC, Windows OS, UNIX (Linux/Ubuntu), Java, C++, JavaScript, HTML, Citrix Software, System Architect, Quality Center v9.0 & v10.0, Tortoise SVN, DOORS, Artifact Viewer, JformDesigner, JIRA, Microsoft D365, Microsoft Office, MS Excel, MS PowerPoint, MS Visio, AutoCAD, VLSI, MS-CIT Certified, Functional Testing, Business Analysis, Test Management, Test Data creation, Test Case writing, Test Case Execution, Regression tests, OOAD, UML, Vendor Management"
Business Analyst,"Bizagi, MS Visio, Indigo Studio, MS Office, SQL, HPQC, Waterfall, Agile (Scrum), Documentation, Testing, Integration, Prototype, Requirement Gathering, Business Analysis, Test Planning, Test Scenarios, Test Cases, User Acceptance Testing (UAT), Process Improvement, Decision Models, Automation Assessment, Proof of Concept (POC), Flow Diagrams, Change Control, System Integration Testing (SIT), Production Acceptance Testing (PAT), Master Data Management, Defect Tracking, Risk Monitoring, Requirement Traceability Matrix (RTM)"
Business Analyst,"MS-Office Applications, Excel, Word, PowerPoint, HTML, JAVA, PHP, Hardworking, Good communication skills, Quick learner, Good interpersonal relation, Risk management, Business process analysis, Stakeholder guidance, Business requirement preparation, Functional requirement preparation, Report specification preparation, Employee satisfaction evaluation, Internal audit, Timesheet validation, Compensation strategies"
Business Analyst,"Business Analysis, IT Operations, Daily MIS, Excel, Dashboard Preparation, Excel Macro, Reporting, Cash Management, Team Coordination, Quality Assurance"
Business Analyst,"Requirement Gathering, Requirement Analysis, Design Specifications, Client Communication, System Documentation, Problem solving, SDLC, Windows OS, UNIX (Linux/Ubuntu), Java, C++, JavaScript, HTML, Citrix Software, System Architect, Quality Center v9.0 & v10.0, Tortoise SVN, DOORS, Artifact Viewer, JformDesigner, JIRA, Microsoft D365, Microsoft Office, MS Excel, MS PowerPoint, MS Visio, AutoCAD, VLSI, MS-CIT Certified, VISIO, Documentation, Functional Testing, Business Analysis, Test Management, Test Data creation, Test Case writing, Test Case Execution, Regression tests, OOAD, UML, Vendor Management, Requirement document preparation, User manual preparation, Training material preparation, Business process knowledge transfer, Change Proposal Management, Effort Estimation, Impact Analysis, Gap Analysis, Defect analysis."
Business Analyst,"Bizagi, MS Visio, Indigo Studio, MS Office, SQL, HPQC, Waterfall, Agile, Smoke Testing, Sanity Testing, Integration Testing, Functional Testing, Acceptance Testing, UI Testing, Documentation, Requirement Gathering, Business Requirement Document, Functional Requirements Specification, Test Plans, Test Scenarios, Test Cases, User Acceptance Testing (UAT), Process Documentation, Version Control, Master Data Management, Risk Monitoring, Issue Resolution, Defect Tracking, Change Control, Flow Diagrams, Design Testing Tools, Automated Metrics Reporting, Inventory Management, Prototyping, Communication, Training, Team Collaboration, Stakeholder Engagement, Process Improvement, Decision Models, Client Interaction."
Business Analyst,"MS-Office Applications, Excel, Word, PowerPoint, HTML, JAVA, PHP, Good communication skills, Quick learner, Good interpersonal relation"
Business Analyst,"Business Analysis, IT Operations, Daily MIS, Excel, Excel Macro, Reporting, Cash Management, Quality Assurance, Team Management, Coordination, Client Communication"
Business Analyst,"Requirement Gathering, Requirement Analysis, Design Specifications, Client Communication, System Documentation, Problem solving, SDLC, Windows OS, UNIX (Linux/Ubuntu), Java, C++, JavaScript, HTML, Citrix Software, System Architect, Quality Center v9.0 & v10.0, Tortoise SVN, DOORS, Artifact Viewer, JformDesigner, JIRA, Microsoft D365, Microsoft Office, MS Excel, MS PowerPoint, MS Visio, AutoCAD, VLSI, MS-CIT Certified, Functional Testing, Business Analysis, Test Management, Test Data creation, Test Case writing, Test Case Execution, Regression tests, OOAD, UML"
Business Analyst,"Bizagi, MS Visio, Indigo Studio, MS Office, SQL, HPQC, Waterfall, Agile (Scrum), Documentation, Testing, Integration, Prototype, Requirement Gathering, Business Requirement Document, Functional Requirements Specification, Test Plans, Test Scenarios, Test Cases, User Acceptance Testing (UAT), Process Flow Analysis, SRS, Defect Tracking, Issue Resolution, Risk Monitoring, Status Tracking, Reporting, Test Completion Report, Master Data Management"
Business Analyst,"skills: Knowledge of Computers on the Windows platform, MS-Office Applications, Excel, Word, PowerPoint, HTML, JAVA, PHP, Hardworking, Good communication skills, Quick learner, Good interpersonal relation, Business Analyst, Risk management, Business process analysis, Stakeholder guidance, Business requirement preparation, Functional requirement preparation, Report specification preparation, Employee Satisfaction reporting, Internal Audit, Timesheet validation, Performance driven compensation strategies."
Business Analyst,"Business Analysis, IT Operations, Daily MIS, Excel, Dashboard Preparation, Excel Macro, Reporting, Cash Indent, Cash Report, Cash Position, Cash Planning, Team Coordination, Quality Assurance, Client Communication"
Business Analyst,"Business Analysis, Requirement Gathering, Functional Specification Document (FSD), Business Requirement Document (BRD), Process Design, Functional Testing, User Acceptance Testing (UAT), Test Case Preparation, Test Plan Development, Technical Specification, Project Management, Workflow Design, Automation, Proof of Concept Development, Stakeholder Management, Feasibility Analysis, Cash Controlling Processes, Employee Profile Management, Audit Process Design"
Business Analyst,"IIS 6.0, Jboss 7.1, SQL, Oracle, DB2, iReport, Crystal report"
Business Analyst,"Requirement Gathering, Requirement Analysis, Design Specifications, Client Communication, System Documentation, Problem solving, SDLC, Windows OS, UNIX (Linux/Ubuntu), Java, C++, JavaScript, HTML, Citrix Software, System Architect, Quality Center v9.0 & v10.0, Tortoise SVN, DOORS, Artifact Viewer, JformDesigner, JIRA, Microsoft D365, Microsoft Office, MS Excel, MS PowerPoint, MS Visio, AutoCAD, VLSI, MS-CIT Certified, Functional Testing, Business Analysis, Test Management, Test Data creation, Test Case writing, Test Case Execution, Regression tests, OOAD, UML, Vendor Management, Change Proposal Management, Effort Estimation, Impact & Gap Analysis, Defect analysis, User manual, Training material, Business process knowledge transfer."
Business Analyst,"Bizagi, MS Visio, Indigo Studio, MS Office, SQL, HPQC, Waterfall, Agile, Smoke Testing, Sanity Testing, Integration Testing, Functional Testing, Acceptance Testing, UI Testing, Documentation, Requirement Gathering, Business Requirement Document (BRD), Functional Requirement Document (FRD), Prototype Development, Test Plans, Test Scenarios, Test Cases, User Acceptance Testing (UAT), Production Acceptance Testing (PAT), Flow Diagrams, Process Documentation, Master Data Management, Defect Tracking, Issue Resolution, Risk Monitoring, Status Tracking, Reporting, Training, Automation Assessment, Process Improvement, Stakeholder Engagement, Communication, Mentoring, Analysis, Decision Modeling, Complexity Calculation, Proof of Concept (POC), Automation Potential, Business Research, Client Interaction, Presentation Skills, Query Development, Inventory Management, Online Trading Platform, Mobile and Device Testing, Test Coverage, Requirement Traceability Matrix (RTM), Defect Resolution, System Integration Testing (SIT)."
Business Analyst,"skills: Knowledge of Computers on the Windows platform, MS-Office Applications, Excel, Word, PowerPoint, HTML, JAVA, PHP, Good communication skills, Quick learner, Good interpersonal relation, Business Analyst, risk management, business process analysis, stakeholder guidance, report specification, Employee Satisfaction reports, Internal Audit, timesheet validation, compensation strategies"
