Field,Career,GPA,Extracurricular_Activities,Internships,Projects,Leadership_Positions,Field_Specific_Courses,Research_Experience,Coding_Skills,Communication_Skills,Problem_Solving_Skills,Teamwork_Skills,Analytical_Skills,Presentation_Skills,Networking_Skills,Industry_Certifications
Physics,Pharmacist,3.7,9,2,4,1,6,0,4,0,1,2,0,2,3,0
Architecture,Physicist,4.2,7,1,2,0,4,0,3,0,2,4,1,4,3,1
Physics,Judge,4.2,6,2,1,1,9,0,1,0,2,1,4,0,2,1
Engineering,Forensic Psychologist,4.2,6,2,0,1,9,0,3,0,2,1,1,4,1,0
Engineering,Aerospace Engineer,3.6,6,0,2,0,6,1,2,2,2,0,2,2,1,0
Marketing,Graphic Designer,3.2,7,0,1,0,6,0,3,4,0,3,1,3,0,0
Music,Physical Chemist,3.9,8,2,3,1,1,0,0,1,4,3,4,2,4,1
Art,Conductor,4.5,0,2,3,0,1,0,3,4,4,0,4,4,2,0
Computer Science,Chemical Engineer,4.8,4,0,3,0,9,0,3,1,2,0,1,3,3,0
Chemistry,Brand Manager,4.1,1,1,1,1,7,1,0,3,2,0,3,3,3,1
Engineering,Industrial-Organizational Psychologist,4.9,6,2,0,0,2,0,3,1,2,1,2,0,1,1
Marketing,Civil Engineer,4.2,1,2,2,1,3,1,4,2,3,3,3,1,3,0
Education,Fluid Mechanics Engineer,4.9,6,2,3,1,3,0,2,0,1,1,2,3,4,1
Architecture,Art Therapist,3.1,5,2,2,1,7,1,2,2,4,3,1,1,1,0
Music,Nurse,4.2,7,1,3,1,7,0,4,4,0,3,0,3,0,1
Music,Quantum Physicist,3.1,2,0,0,1,0,0,1,3,3,4,4,4,4,0
Architecture,Doctor,3.7,7,2,2,0,5,1,2,4,3,3,3,0,1,1
Medicine,Chemist,3.5,3,0,3,1,5,0,4,3,2,4,3,4,0,1
Physics,Physical Chemist,2.6,7,2,3,0,0,1,2,3,3,3,3,2,3,0
Biology,Architect,4.6,4,1,4,1,5,0,2,1,1,3,2,0,3,0
Chemistry,Legal Secretary,3.1,8,0,0,1,0,0,3,0,0,2,1,0,4,0
Art,Software Developer,3.6,9,2,0,1,3,1,1,0,3,1,1,1,2,1
Law,Dentist,4.7,1,2,4,0,6,0,3,0,2,2,2,4,2,1
Art,Musician,2.5,6,1,1,0,1,1,0,4,0,3,4,1,0,1
Marketing,Forensic Psychologist,4.2,5,1,0,1,8,1,4,2,2,0,1,3,1,1
Chemistry,Musician,2.8,5,1,2,0,1,1,0,1,2,3,1,1,0,0
Computer Science,Microbiologist,4.8,3,0,1,0,3,1,1,3,4,1,4,4,3,0
Finance,Mechanical Engineer,4.1,7,0,1,1,2,0,4,2,2,4,0,3,1,1
Law,Biomedical Engineer,4.3,0,0,0,1,3,0,4,2,4,0,0,1,4,1
Music,Architect,3.6,8,2,1,0,0,0,3,1,4,3,4,0,0,0
Art,Legal Secretary,3.4,9,1,1,1,6,1,4,2,4,2,4,3,0,1
Education,Legal Consultant,3.8,4,0,2,0,2,1,3,4,0,3,1,1,2,1
Engineering,Actuary,3.6,7,0,3,1,5,0,3,3,1,1,3,4,1,1
Chemistry,Analytical Chemist,3.6,3,0,0,0,4,0,3,0,2,3,3,3,3,0
Psychology,Biochemist,3.9,1,0,2,1,5,1,1,0,2,2,3,2,0,1
Chemistry,Financial Advisor,3.6,2,2,3,0,9,1,3,4,1,0,2,3,0,1
Psychology,Manager,2.8,8,2,1,1,9,0,3,3,4,2,1,0,0,1
Education,Digital Marketing Specialist,4.0,5,1,2,0,6,1,4,0,0,1,1,1,2,1
Medicine,Artist,3.2,7,2,1,0,4,1,0,1,4,3,0,4,3,0
Music,Financial Advisor,2.5,8,2,0,0,2,1,3,0,2,2,0,0,1,1
Psychology,Social Media Manager,4.0,7,0,1,1,7,1,1,3,3,2,3,1,1,0
Psychology,Architect,3.2,7,1,1,0,8,0,3,0,3,0,4,4,4,1
Art,Cybersecurity Analyst,4.7,3,1,0,1,2,1,3,0,3,4,0,3,4,0
Finance,Pharmacist,3.9,5,1,4,0,4,1,0,1,2,1,0,2,4,0
Business,Zoologist,4.2,4,0,4,1,3,1,1,0,2,2,3,2,3,0
Finance,Animator,2.5,7,1,2,0,4,0,4,1,4,1,3,3,2,0
Physics,Musician,4.5,6,0,2,1,7,1,1,0,0,0,4,2,1,0
Engineering,Actuary,4.2,1,0,2,1,0,1,3,0,1,3,0,2,2,1
Architecture,Architectural Technologist,4.1,8,0,3,1,9,1,4,4,0,0,4,4,4,1
Music,Doctor,3.6,2,1,2,0,6,1,1,1,3,2,1,4,0,0
Biology,School Psychologist,4.8,0,2,0,0,0,0,2,1,0,2,3,1,2,1
Engineering,Nuclear Physicist,4.5,7,0,1,1,6,0,1,2,4,1,4,1,4,0
Education,Chemist,3.5,7,0,1,1,7,0,1,1,0,4,1,2,3,1
Psychology,Game Developer,4.7,0,0,4,0,1,0,1,4,4,0,4,2,4,0
Law,Biologist,2.6,1,2,1,0,8,0,2,4,1,0,0,1,1,1
Architecture,Physicist,4.8,9,1,0,1,8,1,2,2,4,4,1,3,1,1
Chemistry,Biologist,4.1,4,2,0,0,3,1,0,0,0,4,1,2,0,0
Business,Quantum Physicist,2.7,0,0,2,0,1,1,0,0,4,1,3,1,3,0
Psychology,Physical Chemist,3.4,5,0,4,1,2,0,3,0,4,4,4,0,3,1
Medicine,Marketing Specialist,3.2,6,0,4,1,5,0,4,3,2,2,4,1,0,1
Marketing,Legal Secretary,4.5,3,0,0,1,7,0,0,0,4,4,0,0,1,0
Biology,Cybersecurity Analyst,3.7,4,2,1,1,3,0,0,3,1,3,2,1,1,1
Chemistry,Industrial-Organizational Psychologist,4.0,3,0,3,0,7,1,4,2,1,0,3,1,2,1
Chemistry,Entrepreneur,2.7,9,0,1,1,9,0,4,1,2,1,4,4,3,0
Engineering,Biotechnologist,3.9,0,1,1,1,4,0,0,3,3,1,4,0,3,1
Computer Science,Chemical Engineer,2.8,8,2,3,1,3,0,4,1,1,0,2,3,0,1
Physics,Organic Chemist,3.7,1,1,4,0,5,0,2,4,4,0,3,1,2,0
Education,Nuclear Physicist,3.5,1,2,0,0,7,1,1,0,2,2,0,4,1,1
Finance,Graphic Designer,4.8,5,2,1,1,8,0,1,1,2,3,2,3,2,1
Education,Microbiologist,4.7,9,1,4,1,5,0,3,0,3,2,3,2,1,1
Chemistry,Animator,3.7,3,1,1,1,9,1,0,2,2,2,1,4,3,0
Finance,Art Director,4.4,0,1,3,1,3,1,0,3,3,0,4,1,4,0
Business,Ecologist,4.8,6,0,3,1,1,1,0,0,3,0,3,0,3,1
Biology,Financial Analyst,4.3,4,1,1,1,7,1,4,0,4,2,0,3,1,1
Chemistry,Biochemist,3.3,2,0,0,0,3,1,4,0,2,0,1,3,0,0
Business,Paralegal,3.9,0,1,0,0,2,0,4,4,2,2,4,0,1,0
Biology,Dentist,4.5,3,1,1,1,6,1,3,1,2,4,1,3,0,0
Finance,Fluid Mechanics Engineer,3.8,4,2,0,1,1,1,4,1,4,0,0,4,4,0
Education,Analytical Chemist,3.7,7,2,2,1,8,0,2,1,3,1,3,0,2,0
Music,Special Education Teacher,4.4,4,0,2,0,6,0,4,0,2,3,2,1,2,0
Psychology,Financial Controller,3.1,4,1,0,0,1,1,0,3,3,2,1,0,2,1
Finance,Cybersecurity Analyst,2.7,8,1,4,1,0,0,4,3,3,1,0,1,2,1
Finance,Actuary,4.5,2,2,1,0,2,0,2,0,1,0,2,4,1,0
Chemistry,Electrical Engineer,4.1,7,0,4,1,7,1,2,0,1,1,1,1,4,1
Music,Biomedical Engineer,3.4,3,0,3,0,9,1,2,2,3,0,2,4,1,0
Biology,Financial Analyst,4.5,9,2,1,1,7,1,2,1,1,0,1,0,2,1
Business,Special Education Teacher,3.7,2,0,4,1,0,0,4,0,2,3,3,4,1,1
Physics,Ecologist,2.9,2,2,3,0,8,0,3,3,3,0,3,1,0,0
Law,Legal Analyst,4.4,0,1,1,0,3,1,3,4,2,3,3,1,0,0
Computer Science,Chemist,2.9,4,0,0,0,1,0,1,0,3,3,3,4,2,0
Marketing,Doctor,3.8,5,2,3,1,0,1,0,3,1,3,3,3,4,1
Law,Animator,2.7,6,2,2,1,4,0,2,0,4,3,3,3,4,1
Physics,Dentist,4.0,2,2,3,1,3,0,1,4,1,2,3,2,0,1
Computer Science,Software Developer,2.5,6,1,4,1,9,1,4,4,4,2,3,0,1,0
Law,Cybersecurity Analyst,3.2,1,2,0,1,1,1,3,2,2,0,1,1,4,0
Engineering,Manager,3.2,0,2,3,0,4,1,0,0,1,4,1,3,3,1
Chemistry,Urban Planner,3.8,0,1,2,1,0,0,3,0,2,1,3,0,0,1
Music,Aerospace Engineer,3.9,7,0,3,0,3,1,1,4,4,3,3,3,1,0
Medicine,Zoologist,3.2,4,0,1,0,9,0,1,3,0,2,3,1,0,0
Law,Financial Advisor,3.5,3,0,4,0,9,1,4,3,2,0,4,4,3,0
Finance,Animator,4.8,9,2,0,0,9,0,3,3,2,2,2,0,4,1
Engineering,Social Media Manager,2.9,6,1,3,1,8,1,1,2,1,4,1,4,2,0
Marketing,Legal Analyst,3.7,8,2,3,0,5,0,0,0,3,1,0,2,1,0
Physics,Biochemist,4.6,0,1,1,0,6,1,3,0,3,0,0,0,1,0
Marketing,Nurse,4.9,5,0,1,1,3,1,4,3,1,2,3,3,0,0
Finance,Biochemist,4.6,6,2,3,1,2,0,2,1,0,4,1,4,1,0
Law,Principal,4.8,9,2,4,1,9,0,1,4,1,0,2,1,1,1
Psychology,Financial Controller,2.9,1,1,4,1,6,1,3,0,2,2,3,4,4,1
Music,Physicist,4.8,1,1,0,1,8,1,0,3,0,4,4,1,0,1
Business,Physical Chemist,3.4,4,0,0,1,5,1,3,4,1,0,0,2,1,1
Art,Surgeon,3.4,6,2,2,1,4,0,2,3,0,3,0,1,4,1
Business,Investment Banker,2.8,5,1,3,1,8,1,3,1,1,2,3,4,0,0
Computer Science,Pharmacist,4.4,3,2,4,0,6,1,2,1,1,1,3,2,0,1
Law,Data Scientist,3.5,8,2,1,1,3,1,1,4,4,4,0,2,3,1
Medicine,Quantum Physicist,3.9,9,2,2,0,1,1,1,4,1,2,2,2,3,1
Education,School Counselor,4.3,2,1,3,1,0,1,2,1,3,0,4,2,0,1
Business,Principal,3.0,7,2,0,0,2,0,1,1,1,4,2,2,1,0
Computer Science,Marketing Specialist,4.2,4,1,1,0,1,1,4,1,4,2,3,3,0,1
Computer Science,Art Therapist,3.8,2,2,3,0,3,0,4,1,4,4,4,0,4,1
Computer Science,Curriculum Developer,2.8,3,2,1,1,9,1,4,2,3,4,2,1,4,1
Biology,Financial Advisor,2.8,8,0,1,1,2,0,1,0,3,3,1,2,4,1
Computer Science,Legal Secretary,2.9,5,1,3,1,3,0,3,1,1,3,1,1,1,0
Biology,Curriculum Developer,3.4,5,0,2,0,3,1,1,3,2,1,4,3,3,1
Chemistry,Game Developer,4.2,0,2,3,1,3,0,3,3,2,3,0,0,0,1
Music,Social Media Manager,4.6,5,0,2,0,3,0,2,3,3,1,2,2,2,1
Computer Science,Risk Analyst,2.9,8,2,1,0,1,0,4,4,4,1,2,3,4,0
Music,Animator,4.5,7,2,1,1,7,1,4,4,3,4,3,1,1,1
Law,Principal,4.1,0,0,1,1,6,1,2,2,0,1,3,1,2,0
Physics,Market Research Analyst,4.7,5,1,1,0,9,1,0,2,0,2,1,1,3,1
Engineering,Microbiologist,4.1,2,2,2,0,4,1,2,1,1,0,0,2,4,1
Finance,Artist,3.5,2,2,2,0,7,0,3,3,0,2,4,2,0,0
Law,Acoustics Specialist,3.3,6,0,0,0,4,0,0,4,2,2,1,0,3,1
Computer Science,Art Therapist,2.9,4,2,1,1,3,0,4,2,3,4,3,3,2,0
Computer Science,Software Developer,3.0,3,2,2,1,2,1,1,4,4,4,4,3,3,0
Chemistry,Manager,2.9,2,0,0,0,3,1,2,2,2,0,1,4,0,1
Computer Science,Artist,4.9,9,1,4,1,1,0,1,1,4,4,1,0,1,0
Physics,Interior Designer,2.5,1,2,2,0,5,1,1,2,1,2,0,1,1,0
Architecture,Geneticist,4.2,1,2,0,0,0,0,1,1,3,0,2,0,4,1
Law,Artist,3.4,7,2,0,1,9,1,4,4,0,4,2,4,3,0
Engineering,Marketing Manager,4.2,8,0,1,0,8,0,0,3,3,3,0,1,0,1
Music,Psychologist,3.0,8,2,0,0,2,0,1,3,2,1,1,0,3,0
Finance,Market Research Analyst,4.4,9,1,4,1,2,0,0,3,2,1,0,3,1,0
Chemistry,Teacher,4.0,2,1,3,0,8,1,1,3,2,2,3,1,4,1
Architecture,Biomedical Engineer,3.9,7,1,2,0,4,0,4,0,0,0,4,1,2,0
Chemistry,Electrical Engineer,4.8,6,2,4,1,8,0,1,2,1,0,0,3,1,0
Marketing,Physicist,2.6,2,2,2,1,9,0,1,1,4,1,1,2,1,0
Architecture,Credit Analyst,4.0,3,1,2,1,8,1,1,1,2,3,4,2,4,0
Medicine,Microbiologist,3.0,3,2,1,0,0,1,0,1,1,2,3,0,0,0
Psychology,Lawyer,3.7,7,0,2,0,2,1,0,0,0,3,1,0,4,1
Architecture,Dentist,3.7,9,0,2,1,3,0,4,2,1,0,2,2,3,1
Physics,Game Developer,3.4,6,0,2,0,9,0,0,2,1,1,0,4,4,1
Education,Paralegal,4.6,4,1,3,1,3,0,1,2,3,1,1,4,0,0
Biology,Market Research Analyst,2.5,5,1,3,1,8,1,4,3,4,0,3,0,3,0
Architecture,Zoologist,3.9,5,0,0,0,0,1,2,2,3,3,0,4,0,1
Computer Science,Civil Engineer,5.0,9,1,1,0,5,1,0,4,4,3,1,4,2,1
Biology,Ecologist,2.7,2,1,3,1,5,0,2,0,0,1,2,1,4,0
Psychology,Illustrator,4.2,1,1,2,0,5,1,1,0,3,3,4,3,1,1
Law,Paralegal,4.4,6,1,2,0,9,0,3,0,4,3,0,3,3,1
Business,Human Resources Specialist,4.5,0,1,1,1,5,0,0,3,1,2,2,0,0,0
Business,Entrepreneur,3.8,8,1,4,1,3,0,2,0,0,0,2,0,4,0
Education,Psychologist,2.9,5,0,4,1,8,0,3,4,0,0,1,2,4,0
Music,Mechanical Engineer,3.8,5,2,4,0,1,1,3,0,0,4,3,3,0,1
Business,Interior Designer,4.2,7,0,4,0,3,0,0,2,3,3,1,1,0,0
Law,Analytical Chemist,4.6,5,1,0,0,3,1,3,0,3,0,0,2,2,1
Physics,Financial Advisor,4.2,0,1,3,1,1,1,3,4,1,0,4,0,2,1
Marketing,Electrical Engineer,3.0,5,0,0,0,3,1,0,1,0,1,0,1,0,1
Finance,Mechanical Engineer,5.0,7,0,3,0,0,1,2,0,2,1,3,0,3,0
Medicine,Urban Planner,4.1,8,0,1,0,1,0,3,0,2,2,1,2,2,0
Computer Science,Music Therapist,2.9,4,2,3,1,5,0,3,2,4,1,2,0,2,1
Education,Digital Marketing Specialist,3.8,4,2,1,0,3,0,3,4,0,0,1,2,3,1
Business,Chemical Engineer,3.5,0,0,3,1,5,0,1,4,0,1,4,4,0,1
Engineering,Manager,4.5,7,2,3,0,2,1,3,4,0,3,3,4,1,0
Physics,Legal Secretary,4.5,9,1,4,0,3,0,2,4,2,0,0,2,3,1
Psychology,Civil Engineer,3.6,6,1,3,1,0,0,1,1,4,3,1,0,4,1
Medicine,Electrical Engineer,3.8,5,0,0,0,5,0,0,1,2,4,0,4,1,0
Art,Biomedical Engineer,4.9,7,1,0,0,1,1,1,3,2,0,2,0,3,0
Computer Science,Biomedical Engineer,4.8,9,0,1,1,8,1,1,3,2,4,4,1,3,1
Psychology,Interior Designer,4.9,1,1,3,0,1,0,4,1,1,4,3,4,3,1
Medicine,Zoologist,4.5,1,2,0,1,6,0,1,3,3,4,2,2,0,0
Chemistry,Web Developer,3.0,2,1,0,1,3,1,3,3,0,1,0,4,2,1
Engineering,Legal Analyst,3.5,2,1,4,1,3,1,1,0,2,0,0,0,2,0
Marketing,Dentist,3.2,9,1,4,0,0,1,4,1,1,3,4,3,0,0
Art,Landscape Architect,4.2,4,0,3,1,6,0,2,4,0,2,4,2,0,0
Art,Electrical Engineer,2.8,4,2,4,0,5,0,4,2,3,4,2,2,3,1
Music,Marketing Specialist,4.8,2,0,0,1,5,0,4,1,1,1,0,2,0,1
Engineering,Education Administrator,4.7,6,1,4,0,0,0,1,2,0,2,3,2,0,1
Architecture,Artist,4.8,2,1,4,0,4,0,0,3,1,1,1,1,2,1
Education,Illustrator,2.7,9,2,2,1,6,1,1,4,2,4,3,3,1,0
Finance,Credit Analyst,2.6,3,2,2,0,2,1,4,1,2,1,2,3,2,0
Computer Science,Financial Advisor,3.6,0,2,2,1,8,1,1,2,4,4,4,3,0,0
Medicine,Financial Controller,4.4,2,1,3,1,8,1,0,3,1,4,3,2,4,1
Education,Human Resources Specialist,3.2,0,0,1,1,0,0,2,3,4,2,4,1,3,0
Marketing,Brand Manager,4.7,3,2,0,1,1,1,4,2,3,1,1,1,1,1
Architecture,Psychologist,4.3,8,2,4,0,2,1,3,4,2,0,1,1,0,1
Physics,Marketing Manager,2.8,0,0,1,1,5,0,1,1,3,1,2,0,3,0
Art,Teacher,4.8,3,0,1,1,2,1,3,1,2,2,3,0,2,1
Art,Social Media Manager,3.1,9,0,0,1,7,0,1,4,0,1,0,3,0,1
Marketing,Chemical Engineer,4.3,9,0,4,0,8,0,2,2,2,3,4,3,3,0
Psychology,Psychologist,4.7,3,0,3,1,7,1,1,2,4,2,0,4,0,1
Engineering,Financial Analyst,2.8,6,1,2,1,5,1,1,2,1,3,0,2,2,1
Computer Science,Zoologist,2.6,5,2,0,0,1,0,0,4,3,2,4,3,1,0
Psychology,Judge,4.4,4,1,4,0,3,0,2,4,0,4,4,4,1,1
Music,Aerospace Engineer,3.8,7,0,4,1,5,0,2,1,4,4,4,3,3,1
Finance,Animator,4.0,4,0,2,1,7,1,2,0,3,3,4,3,3,1
Education,Pharmacist,4.0,5,2,2,1,8,1,1,1,3,4,2,3,1,0
Psychology,Interior Designer,3.4,2,1,1,0,0,0,0,4,2,1,4,4,1,1
Psychology,Organic Chemist,3.8,5,0,1,1,7,0,3,4,2,1,0,2,0,1
Architecture,Urban Planner,2.5,4,1,2,1,4,0,0,1,2,0,4,3,1,0
Law,Legal Secretary,3.6,0,1,2,1,2,1,4,1,4,0,1,3,2,0
Law,Urban Planner,3.2,2,0,3,1,1,0,0,3,0,3,3,2,0,0
Business,Marketing Specialist,3.0,4,2,1,0,8,1,4,1,3,1,2,3,1,0
Law,Market Research Analyst,4.0,0,1,4,1,5,0,0,0,0,4,3,4,0,1
Medicine,Animator,3.4,7,2,2,0,8,0,4,1,0,1,0,2,0,0
Medicine,Legal Consultant,3.3,4,2,3,1,3,1,3,0,1,2,2,2,0,0
Art,Legal Consultant,3.2,9,1,2,1,3,0,1,4,2,2,3,0,2,1
Psychology,Quantum Physicist,3.8,4,0,2,1,1,1,4,3,0,4,2,3,1,0
Biology,Animator,3.3,5,1,3,1,8,1,3,1,4,4,3,4,1,0
Engineering,Physician Assistant,3.6,5,2,4,0,1,0,2,4,1,0,4,4,3,1
Education,Art Therapist,3.5,1,0,3,1,4,1,0,0,4,0,2,4,4,1
Business,Paralegal,4.5,6,1,2,0,9,0,0,0,0,4,2,4,0,1
Education,Forensic Psychologist,3.2,1,1,1,0,3,0,0,4,2,4,3,1,0,0
Art,Teacher,4.3,4,0,4,1,5,0,4,2,1,4,1,4,4,1
Law,Animator,2.9,8,0,2,1,3,1,2,0,3,2,2,1,0,1
Medicine,Judge,4.7,1,0,1,0,3,1,4,0,2,1,3,2,2,0
Psychology,Construction Manager,4.9,1,2,2,0,0,1,0,4,0,2,0,4,4,0
Education,Pharmacist,2.9,5,1,1,1,7,1,1,3,3,3,0,3,1,1
Psychology,Education Administrator,4.7,6,2,0,0,8,0,3,2,0,4,4,4,0,0
Marketing,Architect,2.6,9,2,3,1,7,0,0,0,3,1,0,2,3,0
Law,Risk Analyst,3.7,5,2,2,1,7,0,2,1,0,2,0,1,2,1
Finance,Analytical Chemist,4.4,7,1,4,1,7,1,3,4,0,2,2,4,2,1
Business,Electrical Engineer,3.9,9,0,0,1,0,1,1,4,4,3,3,2,0,0
Computer Science,Software Developer,2.7,5,2,1,1,2,1,0,1,2,2,1,2,2,1
Finance,Clinical Psychologist,3.6,0,2,0,1,0,1,3,1,0,1,1,3,3,0
Medicine,Nurse,4.1,1,0,2,0,6,1,0,1,1,3,2,2,1,1
Finance,Physician Assistant,3.3,1,2,1,1,7,0,1,2,4,4,4,3,2,1
Computer Science,Marketing Manager,2.6,4,1,3,0,7,1,0,0,3,2,3,2,1,0
Education,Biomedical Engineer,2.8,5,2,2,0,7,0,2,4,3,2,2,0,1,1
Marketing,Physical Chemist,3.9,5,1,2,0,8,1,2,4,1,0,1,4,1,1
Biology,Geneticist,2.5,9,1,3,0,9,0,2,0,1,1,3,4,2,0
Marketing,Industrial-Organizational Psychologist,3.0,8,0,1,0,6,1,0,0,4,4,0,1,2,1
Biology,Landscape Architect,4.0,2,2,2,0,4,1,1,3,2,0,0,1,1,0
Music,Special Education Teacher,3.3,0,2,0,1,2,0,2,3,1,4,2,4,3,0
Computer Science,Fluid Mechanics Engineer,4.4,7,1,0,0,6,1,3,0,3,1,3,2,2,0
Marketing,Chemical Engineer,3.9,4,0,4,0,3,0,0,2,3,0,3,4,2,1
Biology,Electrical Engineer,3.9,3,1,1,0,0,1,3,4,4,2,2,2,1,0
Art,AI Researcher,3.2,0,2,0,0,7,1,1,2,2,1,0,0,0,0
Law,Chemist,2.6,6,1,0,0,4,1,0,0,3,0,0,0,1,0
Finance,Mechanical Engineer,2.7,9,2,0,1,3,1,1,4,0,0,3,3,4,1
Biology,Education Administrator,3.2,5,1,0,0,4,1,4,2,0,2,0,3,0,0
Business,Credit Analyst,4.0,7,2,3,0,4,1,2,1,3,1,0,3,4,0
Chemistry,Ecologist,4.5,7,1,0,0,8,0,3,3,1,1,3,3,3,0
Psychology,Graphic Designer,3.4,3,1,0,1,0,0,4,3,4,3,4,2,1,1
Finance,Pharmacist,4.2,5,2,1,0,0,0,1,4,4,3,4,1,1,0
Art,Architect,4.2,3,1,4,0,8,0,1,3,2,2,2,1,1,0
Business,Doctor,3.0,0,1,1,1,6,1,1,0,2,0,4,2,3,0
Music,Actuary,3.3,4,2,0,0,4,1,2,0,2,4,3,4,3,0
Law,Doctor,4.6,0,1,3,1,2,1,2,2,3,0,1,4,3,0
Psychology,Ecologist,4.1,3,2,0,1,9,0,2,3,1,4,3,0,2,1
Computer Science,Urban Planner,4.0,7,1,1,0,4,1,4,1,2,0,3,4,4,0
Physics,Quantum Physicist,4.6,6,0,1,1,8,1,0,0,0,2,0,1,0,1
Physics,Pharmacist,5.0,4,1,4,0,1,1,4,1,1,0,4,3,4,0
Finance,Fluid Mechanics Engineer,2.7,7,1,0,0,0,1,4,2,1,2,4,4,0,0
Finance,Data Scientist,4.3,6,1,3,0,6,1,0,4,3,2,4,4,0,1
Marketing,Accountant,4.3,0,1,4,0,6,0,3,3,1,2,2,0,4,1
Law,Nurse,4.3,6,0,3,0,6,0,4,2,2,0,4,3,4,1
Chemistry,Marketing Manager,4.8,1,1,3,0,0,0,0,2,2,2,4,0,3,0
Music,AI Researcher,3.9,9,2,1,0,7,1,3,0,3,4,2,3,0,0
Computer Science,Graphic Designer,3.3,2,1,3,1,5,0,0,2,0,2,3,2,0,0
Finance,Mechanical Engineer,2.7,3,1,4,1,7,0,4,3,4,2,3,4,3,1
Architecture,Psychologist,4.6,9,2,2,0,1,0,1,0,4,0,4,3,2,1
Physics,Forensic Psychologist,2.9,5,0,2,0,3,1,1,2,4,3,0,1,4,0
Education,Judge,3.8,5,0,0,0,0,0,0,2,4,3,0,4,3,0
Chemistry,Fluid Mechanics Engineer,3.2,8,1,4,1,8,0,2,1,4,3,4,3,2,1
Biology,Teacher,4.9,9,0,0,0,6,1,2,2,1,4,3,1,2,0
Law,Acoustics Specialist,3.4,6,1,2,0,3,1,0,2,3,1,0,0,4,1
Finance,Biomedical Engineer,2.8,1,0,2,0,0,0,1,0,0,1,4,2,1,1
Music,Judge,4.4,2,1,0,0,4,1,0,3,4,0,2,0,0,0
Psychology,Game Developer,3.9,6,2,0,1,3,0,4,1,0,2,1,1,1,1
Chemistry,Lawyer,3.7,4,0,2,1,3,1,2,1,3,1,3,0,1,1
Physics,Advertising Manager,2.8,3,1,2,0,2,0,3,2,1,3,3,2,1,1
Medicine,Clinical Psychologist,4.3,1,1,2,1,0,1,0,3,4,2,3,2,1,0
Medicine,Brand Manager,2.5,1,2,3,1,7,1,1,0,1,2,3,2,4,0
Marketing,Lawyer,3.4,9,0,2,1,9,0,3,2,2,0,2,4,1,0
Education,Marketing Specialist,3.2,1,0,1,1,0,1,4,1,0,1,1,3,0,0
Biology,Judge,4.1,2,0,2,1,7,1,1,1,1,2,0,4,2,1
Architecture,Psychologist,2.7,8,1,4,1,4,1,1,0,3,2,2,4,3,0
Finance,Nurse,2.9,6,1,3,1,2,0,4,4,0,2,4,0,1,1
Medicine,Paralegal,2.8,9,2,2,1,9,0,0,0,2,3,3,2,1,0
Biology,Social Media Manager,4.7,1,2,2,0,4,1,0,0,0,1,4,0,4,1
Music,Construction Manager,4.2,9,2,3,1,6,1,2,2,3,3,2,0,1,1
Medicine,Market Research Analyst,3.8,7,0,1,0,3,0,2,1,0,0,0,2,4,1
Law,Marketing Specialist,4.5,6,1,4,0,6,1,3,3,3,4,4,4,3,0
Psychology,Microbiologist,2.6,2,1,2,0,4,0,2,4,0,0,1,2,3,1
Computer Science,Construction Manager,4.1,8,2,0,1,0,0,1,2,3,3,4,0,1,0
Architecture,Acoustics Specialist,4.6,4,1,2,1,8,0,2,1,3,3,0,4,1,1
Marketing,Mechanical Engineer,3.7,6,0,1,1,8,1,1,3,0,1,4,1,2,0
Medicine,Dentist,4.1,3,1,3,1,0,1,4,4,3,3,4,0,3,1
Computer Science,Financial Analyst,3.7,1,1,2,1,0,0,3,3,2,2,2,1,3,0
Computer Science,Illustrator,4.4,1,2,0,1,9,0,3,3,3,2,1,1,2,1
Computer Science,Paralegal,3.4,9,2,1,1,2,0,3,0,4,1,0,3,4,0
Chemistry,Architect,4.4,2,2,3,1,3,0,4,0,4,1,4,1,4,0
Medicine,School Counselor,4.2,8,2,0,0,2,0,1,4,4,1,3,0,1,1
Music,Biologist,3.2,8,1,2,1,8,1,3,2,3,4,1,0,2,1
Computer Science,Biologist,3.8,5,2,2,1,1,0,4,4,2,2,1,1,0,1
Architecture,Sound Engineer,3.0,7,0,3,1,8,0,4,4,4,2,4,2,1,1
Psychology,Architectural Technologist,4.0,1,0,2,1,5,0,3,0,2,0,0,0,4,0
Art,Psychologist,4.2,6,2,1,0,5,1,0,3,4,1,3,2,4,1
Chemistry,Surgeon,3.3,2,1,2,0,1,1,0,2,4,0,3,2,4,0
Computer Science,Acoustics Specialist,3.0,4,0,4,0,8,1,0,3,1,4,4,0,4,0
Finance,Physicist,2.5,2,1,1,0,8,1,0,4,4,0,2,2,2,1
Education,Aerospace Engineer,2.9,4,2,4,1,2,1,0,4,1,3,2,4,2,0
Psychology,Principal,2.6,2,2,4,1,2,1,3,1,3,0,0,0,4,1
Psychology,Landscape Architect,4.5,3,1,4,0,4,0,1,2,0,2,3,1,0,0
Medicine,Conductor,3.6,2,1,4,0,1,1,0,1,0,4,0,3,2,1
Psychology,Doctor,4.4,6,1,2,0,3,0,3,3,0,1,4,3,1,0
Computer Science,Pharmacist,3.6,2,2,1,1,4,0,1,3,2,3,4,0,1,1
Business,Surgeon,4.0,3,1,2,1,5,1,1,4,1,0,3,3,0,1
Computer Science,Architect,2.9,2,1,2,1,8,1,2,2,3,0,2,0,4,1
